30/07/2017 11:53:37,,,,,,,,,,,,,,,,,,,
Type,Welsh Type,Latin,English,Welsh,Plural,Gender,unknown,unknown,Category,SubCategory,Welsh Details,English Details,Wiki Link,Picture Credit,Picture Link,Visitor,Rare,Location,unused
bird,adar,Hirundo nigrita,white-throated blue swallow,gwennol yddfwen y Gogledd,gwenoliaid gyddfwyn y Gogledd,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo leucosoma,pied-winged swallow,gwennol adeinfraith,gwenoliaid adeinfrith,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo megaensis,white-tailed swallow,gwennol gynffonwen,gwenoliaid cynffonwyn,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo nigrorufa,black and rufous swallow,gwennol goch a du,gwenoliaid coch a du,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo dimidiata,pearl-breasted swallow,gwennol berlaidd,gwenoliaid perlaidd,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo cucullata,greater striped swallow,gwennol resog fawr,gwenoliaid rhesog mawr,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo abyssinica,lesser striped swallow,gwennol resog fach,gwenoliaid rhesog bach,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo semirufa,red-breasted swallow,gwennol frongoch,gwenoliaid brongoch,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo senegalensis,mosque swallow,gwennol dingoch fawr,gwenoliaid tingoch mawr,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo daurica,red-rumped swallow,gwennol dingoch,gwenoliaid tingoch,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo striolata,greater striated swallow,gwennol resog Asia,gwenoliaid rhesog Asia,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo rufigula,red-throated cliff swallow,gwennol ddibyn yddfgoch,gwenoliaid dibyn gyddfgoch,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo preussi,Preuss' cliff swallow,gwennol ddibyn Preuss,gwenoliaid dibyn Preuss,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo andecola,Andean swallow,gwennol yr Andes,gwenoliaid yr Andes,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo nigricans,tree martin,gwennol coed Awstralia,gwenoliaid coed Awstralia,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo perdita,Red Sea cliff swallow,gwennol y Môr Coch,gwenoliaid y Môr Coch,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo spilodera,South African cliff swallow,gwennol ddibyn yddf-frech,gwenoliaid dibyn gyddf-frych,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo pyrrhonota,American cliff swallow,gwennol ddibyn America,gwenoliaid dibyn America,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo fulva,cave swallow,gwennol ogof,gwenoliaid ogof,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo rufocollaris,chestnut-collared swallow,gwennol yddfwinau,gwenoliaid gyddfwinau,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo fluvicola,Indian cliff swallow,gwennol resog India,gwenoliaid rhesog India,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo ariel,fairy martin,gwennol gain,gwenoliaid cain,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Hirundo fuliginosa,forest swallow,gwennol goedwig,gwenoliaid coedwig,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Delichon urbica,common house martin,gwennol y bondo,gwenoliaid y bondo,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,Summer,,UK,
bird,adar,Delichon dasypus,Asian house martin,gwennol bondo Asia,gwenoliaid bondo Asia,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Delichon nipalensis,Nepal house martin,gwennol bondo Nepal,gwenoliaid bondo Nepal,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Psalidoprocne nitens,square-tailed saw-wing,gwennol lifadeiniog gynffonsgwar,gwenoliaid llifadeiniog cynffonsgwar,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Psalidoprocne fuliginosa,mountain saw-wing,gwennol lifadeiniog y mynydd,gwenoliaid llifadeiniog y mynydd,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Psalidoprocne albiceps,white-headed saw-wing,gwennol lifadeiniog benwen,gwenoliaid llifadeiniog penwyn,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Psalidoprocne pristoptera,black saw-wing,gwennol lifadeiniog ddu,gwenoliaid llifadeiniog duon,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Psalidoprocne oleaginea,Kaffa saw-wing,gwennol lifadeiniog felynwerdd,gwenoliaid llifadeiniog melynwyrdd,b,enw rhanbarth o Ethiopia - hefyd yn Ethiopian saw-wing,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Psalidoprocne antinorii,brown saw-wing,gwennol lifadeiniog frown,gwenoliaid llifadeiniog brown,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Psalidoprocne petiti,Petit's saw-wing,gwennol lifadeiniog welw,gwenoliaid llifadeiniog gwelw,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Psalidoprocne orientalis,eastern saw-wing,gwennol lifadeiniog y Dwyrain,gwenoliaid llifadeiniog y Dwyrain,b,,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,Psalidoprocne obscura,Fantee saw-wing,gwennol lifadeiniog werdd,gwenoliaid llifadeiniog gwyrdd,b,enw pobl o Dde Orllewin Ghana?,,PASSERIFORMES,HIRUNDINIDAE,,,,,,,,,
bird,adar,118,,,,,,,,,,,,,,,,,
bird,adar,MOTACILLIDAE,SIGLENNOD,WAGTAILS,,,,,,,,,,,,,,,
bird,adar,Dendronanthus indicus,forest wagtail,siglen goedwig,siglennod y goedwig,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla flava,yellow wagtail,siglen felen,siglennod melynion,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,https://drive.google.com/open?id=0BwyoF0liwUlQWDdsQTJubDNkclU,,,UK,
bird,adar,Motacilla flava flavissima,yellow wagtail,siglen felen,siglennod melynion,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla flava flava,blue-headed wagtail,siglen benlas,siglennod penlas,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla flava iberiae,Spanish wagtail,siglen Sbaen,siglennod Sbaen,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla flava cinerocapilla,ashy-headed wagtail,siglen benllwyd yr Eidal,siglennod penllwyd yr Eidal,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla flava lutea,yellow-headed wagtail,siglen benfelen,siglennod penfelyn,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla flava thunbergi,grey-headed wagtail,siglen benllwyd,siglennod penllwyd,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla flava feldegg,black-headed wagtail,siglen benddu,siglennod penddu,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla citreola,citrine wagtail,siglen sitraidd,siglennod sitraidd,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla cinerea,grey wagtail,siglen lwyd,siglennod llwydion,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,https://drive.google.com/open?id=0BwyoF0liwUlQV1BCTUlRQWktUTQ,,,UK,
bird,adar,Motacilla alba,white wagtail,siglen wen,siglennod gwynion,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla alba yarrelli,pied wagtail,siglen fraith,siglennod brithion,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla alba alba,white wagtail,siglen wen,siglennod gwynion,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla alba subpersonata,Moroccan wagtail,siglen Moroco,siglennod Moroco,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla alba personata,masked wagtail,siglen fygydog,siglennod mygydog,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla grandis,Japanese pied wagtail,siglen fraith Japan,siglennod brithion Japan,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla maderaspatensis,large pied wagtail,siglen fraith India,siglennod brithion India,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla aguimp,African pied wagtail,siglen fraith Affrica,siglennod brithion Affrica,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla clara,mountain wagtail,siglen gynffonhir,siglennod cynffonhir,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla capensis,Cape wagtail,siglen y Penrhyn,siglennod y Penrhyn,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Motacilla flaviventris,Madagascar wagtail,siglen Madagasgar,siglennod Madagasgar,b,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Tmetothylacus tenellus,golden pipit,corhedydd euraid,corhedyddion euraid,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Macronyx capensis,Cape longclaw,aderyn hirewin y Penrhyn,adar hirewin y Penrhyn,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Macronyx croceus,yellow-throated longclaw,aderyn hirewin gyddf-felyn,adar hirewin gyddf-felyn,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Macronyx fuelleborni,Fülleborn’s longclaw,aderyn hirewin Fülleborn,adar hirewin Fülleborn,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Macronyx flavicollis,Abyssinian longclaw,aderyn hirewin Abysinia,adar hirewin Abysinia,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Macronyx aurantiigula,Pangani longclaw,aderyn hirewin Pangani,adar hirewin Pangani,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Macronyx ameliae,rosy-breasted longclaw,aderyn hirewin gwridog,adar hirewin gwridog,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Macronyx grimwoodi,Grimwood’s longclaw,aderyn hirewin Grimwood,adar hirewin Grimwood,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Hemimacronyx sharpei,Sharpe’s longclaw,aderyn hirewin Sharpe,adar hirewin Sharpe,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Hemimacronyx chloris,yellow-breasted pipit,aderyn hirewin bronfelyn,adar hirewin bronfelyn,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus cinnamomeus,African pipit,corhedydd Affrica,corhedyddion Affrica,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus camaroonensis,Cameroun pipit,corhedydd y Camerŵn,corhedyddion y Camerŵn,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus richardi,Richard’s pipit,corhedydd Richard,corhedyddion Richard,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus rufulus,paddyfield pipit,corhedydd y caeau reis,corhedyddion y caeau reis,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus novaeseelandiae,Australasian pipit,corhedydd Awstralasia,corhedyddion Awstralasia,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus hoeschi,mountain pipit,corhedydd y mynydd,corhedyddion y mynydd,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus godlewskii,Blyth’s pipit,corhedydd Blyth,corhedyddion Blyth,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus campestris,tawny pipit,corhedydd melyn,corhedyddion melynion,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus similis,long-billed pipit,corhedydd hirbig,corhedyddion hirbig,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus nyassae,woodland pipit,corhedydd y coetir,corhedyddion y coetir,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus vaalensis,buffy pipit,corhedydd llwydfelyn,corhedyddion llwydfelyn,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus leucophrys,plain-backed pipit,corhedydd aelwyn,corhedyddion aelwyn,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus pallidiventris,long-legged pipit,corhedydd hirgoes,corhedyddion hirgoes,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus pratensis,meadow pipit,corhedydd y waun,corhedyddion y waun,g,,,PASSERIFORMES,MOTACILLIDAE,,,,Mike Nesbitt,https://drive.google.com/open?id=0BwyoF0liwUlQWWJMX2YyNU1sYk0,,,UK,
bird,adar,Anthus trivialis,tree pipit,corhedydd y coed,corhedyddion y coed,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus hodgsoni,Indian tree pipit,corhedydd cefnwyrdd,corhedyddion cefnwyrdd,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus roseatus,Hodgson’s pipit,corhedydd gwridog,corhedyddion gwridog,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus cervinus,red-throated pipit,corhedydd gyddfgoch,corhedyddion gyddfgoch,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus gustavi,Pechora pipit,corhedydd Pechora,corhedyddion Pechora,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus rubescens,buff-bellied pipit,corhedydd melynllwyd,corhedyddion melynllwyd,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus rubescens japonicus,Siberian buff-bellied pipit,corhedydd melynllwyd Siberia,corhedyddion melynllwyd Siberia,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus spinoletta,water pipit,corhedydd y dŵr,corhedyddion y dŵr,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus petrosus,rock pipit,corhedydd y graig,corhedyddion y graig,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,https://drive.google.com/open?id=0BwyoF0liwUlQTGkyYndaZE5keE0,,,UK,
bird,adar,Anthus nilghiriensis,Nilgiri pipit,corhedydd Nilgiri,corhedyddion Nilgiri,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus sylvanus,upland pipit,corhedydd ucheldir,corhedyddion ucheldir,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus berthelotii,Canarian pipit,corhedydd Berthelot,corhedyddion Berthelot,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus lineiventris,striped pipit,corhedydd rhesog,corhedyddion rhesog,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus brachyurus,short-tailed pipit,corhedydd cwta,corhedyddion cwta,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus caffer,bushveld pipit,corhedydd y gwylltir,corhedyddion y gwylltir,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus latistriatus,Jackson’s pipit,corhedydd Jackson,corhedyddion Jackson,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus sokokensis,Sokoke pipit,corhedydd Sokoke,corhedyddion Sokoke,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus melindae,Malindi pipit,corhedydd Malindi,corhedyddion Malindi,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus crenatus,African rock pipit,corhedydd craig Affrica,corhedyddion craig Affrica,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus gutturalis,New Guinea pipit,corhedydd Papwa,corhedyddion Papwa,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus spragueii,Sprague’s pipit,corhedydd Sprague,corhedyddion Sprague,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus furcatus,short-billed pipit,corhedydd pigfyr,corhedyddion pigfyr,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus lutescens,yellowish pipit,corhedydd melynaidd,corhedyddion melynaidd,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus chacoensis,chaco pipit,corhedydd chaco,corhedyddion chaco,g,o'r iaith Quechua - chako yn golygu tir hela,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus correndera,Correndera pipit,corhedydd Correndera,corhedyddion Correndera,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus antarcticus,South Georgia pipit,corhedydd De Georgia,corhedyddion De Georgia,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus nattereri,ochre-breasted pipit,corhedydd bronfelyn,corhedyddion bronfelyn,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus hellmayri,Hellmayr’s pipit,corhedydd Hellmayr,corhedyddion Hellmayr,g,,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,Anthus bogotensis,paramo pipit,corhedydd paramo,corhedyddion paramo,g,ardal o dwndra Alpaidd,,PASSERIFORMES,MOTACILLIDAE,,,,,,,,,
bird,adar,119,,,,,,,,,,,,,,,,,
bird,adar,CAMPEPHAGIDAE,CUCKOO SHRIKES,COG-GIGYDDION,,,,,,,,,,,,,,,
bird,adar,Pteropodocys maxima,ground cuckoo shrike,cog-gigydd daear,cog-gigyddion daear,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina macei,large cuckoo shrike,cog-gigydd mawr,cog-gigyddion mawrion,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina javanensis,Javan cuckoo shrike,cog-gigydd Jafa,cog-gigyddion Jafa,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina novaehollandiae,black-faced cuckoo shrike,cog-gigydd wynebddu’r Dwyrain,cog-gigyddion wynebddu’r Dwyrain,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina personata,Wallacean cuckoo shrike,cog-gigydd Wallace,cog-gigyddion Wallace,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina fortis,Buru cuckoo shrike,cog-gigydd Bwrw,cog-gigyddion Bwrw,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina atriceps,Moluccan cuckoo shrike,cog-gigydd Molwcaidd,cog-gigyddion Molwcaidd,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina schistacea,slaty cuckoo shrike,cog-gigydd llwydlas,cog-gigyddion llwydlas,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina caledonica,Melanesian greybird,cog-gigydd Melanesia,cog-gigyddion Melanesia,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina caeruleogrisea,stout-billed greybird,cog-gigydd pigbraff,cog-gigyddion pigbraff,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina temminckii,caerulean cuckoo shrike,cog-gigydd glas Swlawesi,cog-gigyddion glas Swlawesi,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina larvata,black-faced greybird,cog-gigydd wynebddu’r Gorllewin,cog-gigyddion wynebddu’r Gorllewin,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina striata,barred cuckoo shrike,cog-gigydd rhesog y Gorllewin,cog-gigyddion rhesog y Gorllewin,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina bicolor,pied cuckoo shrike,cog-gigydd brith,cog-gigyddion brithion,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina lineate,lineated cuckoo shrike,cog-gigydd rhesog y Dwyrain,cog-gigyddion rhesog y Dwyrain,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina boyeri,white-lored cuckoo shrike,cog-gigydd Boyer,cog-gigyddion Boyer,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina leucopygia,white-rumped cuckoo shrike,cog-gigydd tinwyn,cog-gigyddion tinwyn,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina papuensis,Papuan cuckoo shrike,cog-gigydd Papwa,cog-gigyddion Papwa,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina robusta,little cuckoo shrike,cog-gigydd bach Awstralia,cog-gigyddion bach Awstralia,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina longicauda,black-hooded greybird,cog-gigydd cycyllog,cog-gigyddion cycyllog,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina parvula,Halmahera cuckoo shrike,cog-gigydd Halmahera,cog-gigyddion Halmahera,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina abbotti,pygmy cuckoo shrike,cog-gigydd bychan,cog-gigyddion bychain,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina analis,Caledonian greybird,cog-gigydd Caledonia Newydd,cog-gigyddion Caledonia Newydd,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina caesia,African grey cuckoo shrike,cog-gigydd llwyd,cog-gigyddion llwydion,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina pectoralis,white-breasted cuckoo shrike,cog-gigydd bronwyn,cog-gigyddion bronwyn,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina graueri,Grauer’s cuckoo shrike,cog-gigydd Grauer,cog-gigyddion Grauer,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina cinerea,Madagascar cuckoo shrike,cog-gigydd Madagasgar,cog-gigyddion Madagasgar,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina azurea,African blue cuckoo shrike,cog-gigydd glas Affrica,cog-gigyddion gleision Affrica,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina typical,Mauritius greybird,cog-gigydd Mauritius,cog-gigyddion Mauritius,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina newtoni,Réunion greybird,cog-gigydd Réunion,cog-gigyddion Réunion,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina coerulescens,Philippine black greybird,cog-gigydd y Philipinau,cog-gigyddion y Philipinau,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina dohertyi,Sumba cicadabird,aderyn sicada Swmba,adar sicada Swmba,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina dispar,Kai cicadabird,aderyn sicada amrywiol,adar sicada amrywiol,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina tenuirostris,common cicadabird,aderyn sicada cyffredin,adar sicada cyffredin,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina sula,Sula cicadabird,aderyn sicada Swla,adar sicada Swla,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina morio,Sulawesi cicadabird,aderyn sicada Swlawesi,adar sicada Swlawesi,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina ceramensis,pale cicadabird,aderyn sicada gwelw,adar sicada gwelwon,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina incerta,Papuan cicadabird,aderyn sicada Papwa,adar sicada Papwa,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina mindanensis,black-bibbed cicadabird,aderyn sicada gyddfddu,adar sicada gyddfddu,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina ostenta,white-winged cuckoo shrike,cog-gigydd adeinwyn,cog-gigyddion adeinwyn,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina schisticeps,grey-headed cuckoo shrike,cog-gigydd penllwyd,cog-gigyddion penllwyd,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina melas,New Guinea cuckoo shrike,cog-gigydd Papwa,cog-gigyddion Papwa,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina montana,black-bellied greybird,cog-gigydd torddu’r Gorllewin,cog-gigyddion torddu’r Gorllewin,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina holopolia,black-bellied cuckoo shrike,cog-gigydd torddu’r Dwyrain,cog-gigyddion torddu’r Dwyrain,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina mcgregori,sharp-tailed greybird,cog-gigydd llostfain,cog-gigyddion llostfain,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
bird,adar,Coracina polioptera,Indochinese cuckoo shrike,cog-gigydd Indo-Tsieina,cog-gigyddion Indo-Tsieina,g,,,PASSERIFORMES,CAMPEPHAGIDAE,,,,,,,,,
